location,behaviour,temperature,humidity,noise_db,light_intensity,motion_level
Bedroom,sleeping,23.98,64.26,22.80234096,159.0096676,1.72
Bedroom,sleeping,20.23,54.25,24.77401509,86.31934052,0.94
Bedroom,sleeping,25.28,66.32,20.55116926,18.60062997,3.15
Dorm Room,sleeping,30.55,63.93,32.85310828,171.7325827,5.32
Street,walking,35.13,58.06,105.3173058,569.3890206,8.25
Bedroom,sleeping,24.27,57.21,21.98150182,9.680830586,2.6
Cafe,studying,24.36,46.27,27.49176813,511.3643683,2.6
Outdoor Campus,walking,34.36,72.23,66.67029673,678.8139414,8.05
Study Room,studying,31.42,47.16,64.14924433,453.5535768,0.71
Crowded place,stressed,35.49,84,115.098966,784.296249,6.73
Cafe,eating,31.26,68.95,74.55510943,652.8208192,1.73
Park,walking,25.81,80.32,103.3112588,647.3457829,5.54
Study Room,studying,25.53,57.45,20.53811805,491.687053,1.29
Library,walking,30.78,55.97,82.25198452,843.842765,10.67
Cafe,studying,30.4,68.47,59.95382225,567.9862134,4.76
Library,studying,24.44,47.32,38.82672225,456.0779351,6.45
Dorm Room,sleeping,30.2,49.48,24.0082535,93.7634804,2.58
Dorm Room,sleeping,23.3,60.53,19.12660656,90.98649044,1.75
Outdoor Campus,walking,30.25,74.59,94.43098624,644.5547867,5.64
Crowded place,stressed,32.78,81.09,94.85326469,733.7556155,8.56
Park,walking,27.17,,59.81726952,759.8169927,3.84
Street,walking,26.86,77.55,98.23406699,443.0361664,5.7
Meeting Room,stressed,35.59,82,79.87495438,612.0248411,3.75
Dorm Room,sleeping,23.65,76.53,26.4654655,2.677713518,2.56
Cafe,studying,27.07,49.9,62.08672019,547.8390535,1.12
Dorm Room,sleeping,24.87,58.1,17.78243019,105.3056776,-0.95
Dorm Room,sleeping,26.95,49.56,17.50003916,-9.048325665,1.95
Library,studying,24.21,64.74,51.85149525,388.2320817,1.8
Cafe,walking,35.71,54.54,62.85753184,875.1904158,7.3
Library,eating,30.77,70.17,82.56451605,279.5933296,4.55
Crowded place,stressed,26.16,95.55,87.88508374,882.0125278,3.61
Dorm Room,sleeping,30.41,66.82,31.49221526,133.2872655,2.33
Park,walking,25.37,71.77,57.06336973,471.1180219,6.9
Crowded place,stressed,30.03,84.13,92.37979758,379.8875937,9.69
Library,studying,29.05,58.06,39.86368659,502.2648532,3.65
Dorm Room,sleeping,23.58,50,12.79524453,,3.02
Meeting Room,stressed,34.71,58.51,71.5108005,911.5495111,10.09
Traffic,stressed,34.44,64.63,92.57138183,507.4511532,6.44
Street,walking,27.25,62.67,100.9602936,922.4433402,7.89
Office,stressed,29.07,86.26,69.89675915,856.1930779,2.39
Outdoor Campus,walking,35.08,64.23,101.9086992,723.9972621,8.85
Bedroom,sleeping,23.37,72.4,15.96842279,133.3789821,2.48
Study Room,studying,26.01,56.07,41.03426035,672.5992628,1.42
Bedroom,sleeping,24.89,56.86,38.14713513,,3.28
Cafe,studying,27.42,59.23,51.38613341,475.9989032,3.3
Meeting Room,stressed,30.49,63.39,77.24130664,687.7855674,6.5
Dining Room,eating,23.85,68.89,89.91375767,531.6618964,5.21
Meeting Room,stressed,32.03,74.31,104.9044176,316.2574225,0.36
Dorm Room,sleeping,26.62,62,14.77718094,20.28978496,0.15
Crowded place,stressed,28.93,64.4,87.72830928,824.9955475,4.67
Study Room,studying,25.64,56.84,58.69274347,335.1635084,5.94
Crowded place,stressed,32.03,78.67,95.79969621,780.6257122,8
Bedroom,sleeping,27.58,65.81,19.26281081,107.0960792,0.42
Library,studying,23.78,43.1,40.69578921,419.7837576,4.68
Meeting Room,stressed,28.62,,93.89631835,779.4121294,8.34
Study Room,studying,30.48,55.59,53.5034548,699.8377109,2.28
Traffic,stressed,32.71,76.99,100.6516437,823.8462909,8.05
Cafe,stressed,31.94,87.37,94.18394454,645.8164341,3.78
Study Room,sleeping,24.52,58.97,33.22254218,,3.49
Office,stressed,31.67,69.01,105.0875723,634.2970119,6.65
Study Room,studying,24.39,53.05,66.56726099,523.5356951,3.26
Dining Room,eating,26.71,54.18,57.58837693,633.5189333,5.33
Bedroom,sleeping,25.59,62.77,21.98739006,,0.33
Cafe,studying,26.48,64.87,29.81110744,373.9260739,3.93
Dorm Room,sleeping,20.83,56.47,33.84219016,45.20928618,2.36
Cafe,eating,25.04,48.89,58.12429523,423.4943388,6.61
Library,studying,27.25,52.5,36.81506062,426.1612652,4.13
Cafe,eating,32.57,44.89,66.59905962,251.2875439,5.1
Dining Room,eating,32.07,73.88,84.36348693,595.7546904,3.57
Cafeteria,walking,26.08,71.46,80.82164739,449.5068829,5.15
Outdoor Campus,studying,30.55,56.21,46.52065413,568.8480896,1.67
Street,walking,25.03,55.38,104.4164667,490.5814277,10.05
Dorm Room,sleeping,24.12,73.05,16.25274909,,1.18
Study Room,studying,27.31,51.05,63.81053553,502.2189519,1.43
Street,walking,35.44,70.13,85.80169565,936.9759496,9.88
Meeting Room,stressed,35.16,57.33,102.304061,718.9514934,7.11
Study Room,studying,27.85,58.77,50.73820387,549.8738334,1.82
Outdoor Campus,walking,27.97,83.34,53.88305827,773.1783502,9.45
Bedroom,sleeping,28.89,65.57,27.04104977,153.2996021,3.87
Office,stressed,33.44,53.23,82.73847201,775.0833037,6.29
Office,stressed,30.94,86.61,84.71612494,503.202082,9.94
Street,walking,32.87,84.14,104.6648776,818.0514681,9.22
Meeting Room,stressed,28.12,85.8,97.35813957,,6.66
Bedroom,sleeping,27.9,48.33,22.12310561,,3.91
Cafe,eating,31.38,,54.51709494,608.2304115,6.84
Study Room,studying,28.92,53.17,58.09079406,292.155439,2.24
Cafe,studying,24.26,59.3,58.45691027,363.9849677,3.43
Bedroom,sleeping,22.56,53.72,18.81292469,,1.74
Cafe,eating,30.91,,53.38178931,348.3120746,2.93
Library,studying,29.59,48.81,31.48443192,436.7218228,0.59
Dining Room,eating,27.05,63.37,78.80574316,486.163869,6.95
Park,walking,24.93,57.52,76.45670241,691.1037963,6.06
Bedroom,sleeping,23.76,57.43,36.64331335,188.0820161,2.64
Crowded place,stressed,32,61.98,64.87793784,525.148152,9.31
Dorm Room,sleeping,26.61,72.51,24.60955699,143.5271419,4.76
Dorm Room,sleeping,22.59,49.01,43.99336596,70.84707336,0.37
Cafe,studying,26.71,46.82,32.65659426,568.3593797,3.33
Cafe,eating,28.78,81.55,60.65353629,292.0699379,6.72
Crowded place,eating,33.37,83.87,77.79110845,385.3694127,3.65
Park,walking,31.19,50.53,97.6580788,563.6730757,5.88
Street,walking,27.75,55.16,66.04903915,853.9936703,5.33
Bedroom,sleeping,27.42,60.7,43.72438941,59.34686172,-0.82
Bedroom,sleeping,28.79,61.18,45.4279053,28.04910667,4.35
Street,walking,29.75,51.72,70.89320504,454.0707098,9.65
Dining Room,eating,31.57,60.36,50.61105346,387.7907788,3.36
Park,walking,34.16,55.96,87.57577857,547.0967894,10.39
Crowded place,stressed,32.25,86.47,104.0187861,947.2642963,3.73
Park,walking,28.06,78.77,101.8925464,781.2889879,9.36
Bedroom,sleeping,24.19,72.71,28.12913644,,1.26
Cafe,studying,27.17,43.57,53.02002853,334.8749897,1.6
Cafe,studying,26.19,60.41,38.93973984,682.6614502,5.45
Crowded place,stressed,28.19,86.6,70.14306581,826.8049032,3.23
Study Room,studying,24.65,53.35,25.58359346,687.9300197,2.58
Dorm Room,sleeping,26.57,75.48,31.0345791,93.06643812,0.77
Study Room,studying,23.13,43.54,56.30385726,613.3283578,2.9
Study Room,studying,24.24,47.36,63.65781272,698.4212369,0.71
Outdoor Campus,walking,35.09,65.89,57.99214679,491.2569954,6.45
Dining Room,eating,30.28,48.72,58.07680382,492.2820745,2.38
Cafe,eating,33.32,48.98,71.01259539,600.8951804,4.35
Cafe,studying,25.59,48.11,37.96955898,263.4553598,0.11
Office,walking,31.54,52.62,99.7646391,463.9896835,11.24
Traffic,stressed,32.4,,74.00110308,921.5551931,3.78
Study Room,studying,24.96,56.01,35.78183197,297.8284158,3.83
Outdoor Campus,walking,35.16,,63.37185191,861.0148987,5.71
Cafe,studying,30.23,62.76,45.80822021,638.0545946,1.99
Bedroom,sleeping,22.07,,20.46947666,61.99645122,3.1
Cafeteria,eating,24.46,52.02,68.18757836,322.8338498,4.54
Crowded place,stressed,27.28,63.96,60.99680214,,4.92
Outdoor Campus,walking,25.45,85.31,49.13507901,524.4398223,10.13
Traffic,stressed,31.98,83.07,72.38341517,780.6386569,4.58
Crowded place,stressed,30.65,81.98,84.48722957,470.4174835,6.35
Crowded place,stressed,31.19,57.01,66.53758156,791.4022636,8.5
Study Room,studying,30.44,48.44,48.71171978,612.9481259,2.34
Cafeteria,eating,32.11,53.67,77.91627953,326.8695218,0.92
Crowded place,stressed,35.74,62.26,91.4776918,399.03161,8.78
Park,walking,25.03,,,550.2786903,7.79
Outdoor Campus,walking,30.57,67.21,65.50075637,716.5922551,9.83
Study Room,studying,26,39.11,26.14161057,357.4432305,2.96
Street,walking,32.61,68.82,86.62533059,573.893322,11.82
Park,sleeping,25.24,54.21,31.87305831,143.730538,0.48
Cafe,eating,28.34,54.53,80.20741997,456.6474749,4.86
Crowded place,stressed,28.54,89.02,68.26005841,666.4934991,10.69
Dining Room,eating,31.99,69.45,52.54767829,534.4372865,1.62
Bedroom,sleeping,28.81,58.7,32.04765576,98.09493081,1.98
Library,studying,28.64,56.64,39.07886174,361.7995794,4.06
Outdoor Campus,walking,35.11,56.16,,831.4089623,6.56
Park,walking,33.29,69.79,94.60204,808.015778,10.13
Library,studying,30.29,44.56,35.27155636,316.1187769,2.53
Cafe,eating,26.92,68.84,49.29652338,643.2119476,4.18
Crowded place,studying,22.55,44.24,27.804538,426.911055,0.62
Office,stressed,27.72,56.26,104.2770744,634.9230236,9.32
Park,walking,26.61,74.49,97.53267718,703.9714882,6.49
Outdoor Campus,walking,32.44,51.34,62.89973336,913.5043332,4.77
Bedroom,sleeping,22.4,75.81,31.36382956,,3.79
Crowded place,stressed,30.58,90.65,92.93136188,598.5415541,7.89
Meeting Room,stressed,26.85,64.15,76.52327064,509.1397648,6.12
Library,studying,30.21,54.47,53.47945658,606.5355411,4.34
Library,studying,27.98,60.53,24.7749827,365.7060095,3.55
Meeting Room,stressed,33.73,77.5,93.52801606,791.2291895,7.97
Street,walking,29.13,81.45,59.21553521,636.86715,9.87
Dorm Room,sleeping,26.34,60.65,31.84892605,21.62841357,2.4
Study Room,studying,27.24,66.03,39.33193141,678.6268018,1.52
Cafe,studying,29.81,40.04,34.982746,416.771785,1.06
Outdoor Campus,sleeping,20.41,60.94,20.0573489,49.86593612,2.59
Cafe,eating,33.14,51.55,53.94471371,470.5141015,3.44
Library,sleeping,24.71,52.53,38.33896754,111.2696732,1.61
Bedroom,sleeping,20.6,75.87,30.00572267,45.3528609,2.7
Bedroom,sleeping,22.52,72.69,37.6106987,148.0136131,2.54
Park,walking,27.04,84.25,63.36795652,820.0579127,5.11
Cafe,studying,22.22,47.79,37.30371077,326.4474566,3.38
Study Room,studying,31.14,,47.90413394,619.4022356,3.2
Traffic,stressed,33.89,,103.9109256,,4.67
Bedroom,sleeping,27.29,66.1,24.88650373,49.19850075,2.65
Crowded place,stressed,31.47,81.07,87.72404366,503.4577984,4.1
Cafe,studying,27.23,55.53,51.71838918,612.2247433,1.06
Dorm Room,sleeping,24.03,59.78,41.96895054,97.35755801,0.56
Traffic,stressed,32.13,61.35,88.66440064,683.7974982,2.57
Study Room,studying,22.29,44.41,42.35894171,327.8018898,4.6
Dorm Room,sleeping,23.61,67.93,37.66927545,163.1261051,2.94
Cafeteria,eating,27.05,49.2,58.35454832,488.5852529,3.33
Bedroom,sleeping,22.43,68.28,38.54619581,109.826238,2.18
Crowded place,stressed,29.19,88.31,88.3494025,337.8768659,7.38
Cafe,studying,29.32,52.7,59.43083214,515.1620755,3.89
Dining Room,walking,36.6,72.22,57.96353953,458.8324194,9.83
Office,stressed,32.59,61.03,96.16036617,578.072502,4.15
Cafe,eating,32.75,53.53,66.3256974,362.3345784,3.99
Crowded place,walking,31.49,84.08,93.71958157,514.7984892,4.35
Library,studying,24.12,64.4,58.99012947,311.4979461,3.21
Crowded place,stressed,35.93,84.89,81.87608495,,9.74
Park,walking,32.43,77.73,73.1661616,925.8947109,11.47
Traffic,stressed,33.32,74.01,104.4385729,841.368785,5.35
Park,walking,24.8,73,62.72063638,669.8394663,10.27
Street,walking,30.78,,77.5054137,435.7532281,7.37
Traffic,stressed,28.45,68.07,109.2730996,396.0162562,6.76
Bedroom,sleeping,24.71,60.53,33.45162636,153.0007011,1.71
Cafeteria,eating,25.67,63.07,85.91496522,445.4962197,6.36
Study Room,studying,29.04,,31.96416309,557.7764867,3.14
Dining Room,eating,32,55.04,91.32766957,346.0090761,4.01
Street,walking,29.83,60.84,66.36286211,482.1310035,11.52
Bedroom,sleeping,25.95,56.26,30.88028845,24.26216101,-0.31
Dining Room,eating,24.46,45.08,66.36523742,364.1719021,8.41
Cafe,eating,28.44,83.64,60.07039135,637.1663114,2.25
Dorm Room,sleeping,22.82,71.47,35.51309744,144.7371279,0.86
Bedroom,sleeping,22.86,69.25,24.15534991,74.49316791,4.27
Meeting Room,stressed,32.31,75.38,92.95643661,380.8552879,7.44
Cafeteria,eating,33.37,64.81,46.66089258,514.0372181,5.1
Study Room,studying,24.68,46.63,41.90969891,494.8806448,3.84
Park,walking,36.77,77.75,64.81950341,545.5867254,10.44
Traffic,stressed,35.87,66.6,66.43942655,962.5741547,11.32
Street,walking,26.59,82.95,96.62914614,539.6640903,7.94
Cafeteria,eating,23.97,74.87,,435.2141279,5.03
Park,walking,33.49,72.09,64.48492548,725.5749031,5.83
Meeting Room,stressed,27.96,77.69,75.68430034,522.8536868,7.01
Cafeteria,eating,27.95,73.31,79.56806535,427.2291973,1.9
Traffic,stressed,35.03,,105.3693774,790.3617053,8.54
Street,walking,24.98,71.44,64.62720642,454.3723009,5.38
Traffic,stressed,36.24,74.27,73.02187869,,5.71
Study Room,studying,28.44,63.37,56.91850123,483.9710849,2.72
Park,walking,34.87,59.91,89.69226489,679.2847373,9.3
Traffic,stressed,32.65,58.61,67.88068463,446.5651315,6.61
Crowded place,stressed,36.37,79.16,98.39146651,315.147092,8.88
Dorm Room,sleeping,25.86,,24.09143702,31.65626768,3.83
Dining Room,eating,25.11,52.89,93.31760205,346.8569229,5.29
Dorm Room,sleeping,27.87,74.95,32.58469497,0.619857853,1.21
Dorm Room,sleeping,28.97,63.68,35.64999097,140.2281366,0.85
Office,stressed,29,90.78,86.60121772,662.6016348,4.49
Cafe,eating,28.1,80.11,73.2783101,523.7551852,1.18
Cafeteria,eating,28.86,66.73,73.86139338,264.0342616,5.68
Dorm Room,sleeping,21.6,53.98,27.51614962,16.64667938,0.08
Traffic,stressed,36.98,72.9,105.0568473,333.8476493,9.12
Cafe,studying,28.96,60.99,61.51120593,452.682047,0.27
Outdoor Campus,walking,28.42,75.68,66.54961346,387.9746103,7.63
Cafe,studying,26.32,61.77,54.27239168,532.048341,2.47
Library,studying,31,42.01,24.09943911,298.1393674,-1.12
Crowded place,stressed,27.9,86.18,112.7471265,378.8460407,11.13
Dorm Room,sleeping,22.08,51.04,20.0598384,139.6042256,3.94
Dorm Room,sleeping,23.88,59.09,27.86969643,135.9936285,3.66
Meeting Room,stressed,35.12,69.68,98.19099997,461.4708324,8.49
Park,walking,27.02,66.68,102.6400682,505.3058435,10.54
Bedroom,sleeping,22.07,64.94,18.57887824,60.70968452,1.71
Cafe,eating,28.71,82.97,55.33504505,575.1023396,6.83
Study Room,studying,23.09,41.53,36.54336779,377.5617316,4.07
Park,walking,27.42,78.32,52.52866239,687.7321297,11.3
Traffic,stressed,31.6,76.93,106.8013294,932.9227479,7.35
Meeting Room,stressed,28.13,63.43,74.83479734,854.436126,9.1
Cafe,studying,29.22,,26.48261976,606.5526187,-0.18
Traffic,stressed,35.96,74.74,101.0966695,507.5314639,10.51
Cafeteria,eating,28.11,56.18,89.82117496,575.5834765,6.86
Study Room,studying,26,48.52,40.19851327,292.5101521,3
Dining Room,eating,33.39,55.88,45.35366539,376.119098,4.8
Crowded place,stressed,26.75,95.33,91.5044846,361.497339,7.64
Outdoor Campus,walking,35.05,49.57,63.61069847,471.5512688,7.74
Traffic,stressed,37.13,,92.28200574,489.391353,9.09
Bedroom,sleeping,27.46,53.97,19.6244317,52.55723395,1.41
Park,walking,27.36,85.34,,583.438596,4.15
Crowded place,stressed,29.56,64.5,101.0233865,631.3185705,3.62
Bedroom,sleeping,25.94,59.3,29.56153664,6.167543936,1.81
Outdoor Campus,walking,33.75,77.17,85.15214277,807.3741457,7.76
Cafeteria,eating,32.82,52.82,,595.484404,2.24
Dining Room,eating,31.4,81.08,71.5761991,306.8463837,2.45
Traffic,stressed,34.99,89.3,73.94138596,504.0628913,2.97
Outdoor Campus,walking,33.75,75.78,83.94702973,715.801849,8.16
Outdoor Campus,walking,35.95,62.33,95.42387227,852.8313213,8.95
Dining Room,eating,32.97,48.78,55.29478684,620.8251339,6.35
Outdoor Campus,walking,31.43,81.18,50.71013009,737.5587451,6.9
Bedroom,sleeping,24.81,61.37,24.13241717,123.4875031,0.64
Dorm Room,sleeping,21.41,61.95,39.0103447,150.4746435,0.54
Park,walking,31,73.99,51.66775836,878.3588734,6.09
Study Room,studying,30.49,51.54,31.52712602,422.6058428,3.23
Street,walking,35.01,74.92,54.95318842,587.9446529,7.95
Cafe,studying,28.11,41.88,39.74610082,245.341667,2.61
Bedroom,sleeping,24.77,71.09,10.9955145,131.5445444,1.92
Bedroom,sleeping,28.29,50.23,28.50100119,12.35385601,-0.39
Bedroom,sleeping,22.25,60.39,30.40703583,41.75117411,3.39
Cafe,eating,33.61,60.01,64.87421231,545.6766457,3.02
Bedroom,sleeping,20.62,63.21,37.56520337,160.4836626,0.59
Bedroom,sleeping,26.55,62.74,36.66625528,18.35055886,0.79
Dorm Room,sleeping,26.27,71.16,24.40833393,59.82575829,3.11
Library,studying,26.74,58.9,35.09637743,519.8419243,1.67
Meeting Room,stressed,31.74,93.21,80.62973892,750.8781107,9.92
Street,walking,34.19,60.64,83.55014271,887.9628116,11.24
Study Room,studying,23.22,47,36.95089181,618.0420901,3.41
Meeting Room,stressed,28,82.5,89.1294876,389.3891984,6.04
Outdoor Campus,walking,35,80.55,68.01058342,664.7214047,6.8
Cafe,studying,24.74,,64.34583667,576.2611406,0.19
Cafeteria,eating,31.88,74.72,70.13384696,423.0596234,4.09
Street,walking,28.55,81.01,75.70772626,721.5097035,8.66
Traffic,stressed,29.36,82.31,99.97665977,339.7504554,6.05
Cafeteria,eating,31.74,82.22,74.03330443,631.7875015,6.56
Park,walking,27.18,69.46,83.96451205,768.4012736,8.03
Bedroom,sleeping,23.62,,12.0439004,,2.14
Office,stressed,26.32,68.5,91.01450195,388.6495541,9.03
Cafe,studying,27.88,,22.51566338,269.4679313,0.48
Cafe,studying,22.68,60.63,63.35168148,276.5166283,1.31
Dorm Room,sleeping,21.21,65.11,33.36542586,107.3300789,2.17
Bedroom,sleeping,25.33,71.08,11.53792478,4.792068932,0.27
Bedroom,sleeping,21.56,58.29,31.34808977,73.33114851,0.64
Meeting Room,stressed,36.19,73.35,95.34852161,432.8775891,6.82
Dining Room,eating,26.3,51.84,39.28060697,335.9203363,4.9
Traffic,stressed,29.2,71.27,93.83775724,884.8524855,2.23
Dining Room,eating,27.12,51.3,43.59980145,388.8853461,7.86
Dining Room,eating,25.49,47.2,80.1108638,319.0951833,5.56
Dining Room,eating,23.78,,73.25605079,362.9534547,5.28
Park,walking,32.19,61.9,49.36856836,846.9125833,10.65
Bedroom,sleeping,23.1,,30.49504876,173.8483196,0.06
Traffic,stressed,30.11,63.8,100.4466727,622.4361449,10
Dining Room,eating,31.29,80.3,54.82981219,527.1240286,6.21
Cafeteria,sleeping,24.29,54.82,31.32449947,89.18285483,0.16
Park,walking,31.09,56.39,60.68355155,613.0022123,6.03
Cafeteria,eating,25.73,67.67,67.17478944,272.4166118,4.98
Outdoor Campus,stressed,30.63,77,70.00447066,411.1984014,7.46
Study Room,studying,28.96,66.71,34.07733368,575.0371839,2
Bedroom,sleeping,28.43,73.24,16.03719425,165.9388585,0.28
Dorm Room,sleeping,24.13,48.53,19.04978397,80.30383721,2.43
Cafeteria,eating,30.51,51.9,77.08223898,266.7101512,4.02
Office,stressed,33.9,82.77,80.9590372,779.8007745,2.82
Street,walking,29.41,84.89,95.24210499,793.42396,8.08
Dining Room,eating,28.17,76.76,59.64821601,346.7229717,3.91
Bedroom,sleeping,26.62,56.53,38.95868953,42.96304831,1.41
Library,studying,29.55,55.5,34.06249181,412.7173406,3.8
Bedroom,sleeping,25.03,56.54,16.72958515,168.2572092,2.32
Study Room,studying,25.99,54.5,54.02761306,414.7018233,4.55
Bedroom,sleeping,26.64,52.95,31.02702507,136.2566036,1.36
Cafe,studying,26.18,40.73,29.51540586,650.8715155,0.37
Library,studying,27.38,57.14,42.50736047,604.7233689,2.87
Dorm Room,sleeping,25.01,71.09,21.98874148,47.36127189,0.65
Dorm Room,sleeping,22.09,54.18,38.12073851,76.63523852,2.46
Street,walking,28.19,,67.16488371,796.5145829,10.54
Study Room,studying,25.23,,62.38949224,682.7124328,4.72
Cafe,eating,24.82,81.31,70.16589221,389.090727,7.25
Study Room,studying,25.31,53.53,37.11272652,534.6313624,1.57
Crowded place,stressed,35.08,78.24,78.45354786,752.7105882,7.41
Study Room,studying,25.62,41.37,29.08878986,513.0181633,4.73
Traffic,stressed,34.7,70.82,88.32034091,650.976707,8.29
Dorm Room,sleeping,25.52,46.62,24.52921736,,1.17
Dorm Room,sleeping,23.95,62.13,37.44330338,177.5522741,3.25
Cafeteria,eating,32.09,72.35,50.68164354,284.5101677,4.26
Dorm Room,sleeping,26.62,61.76,18.95137604,23.53269413,0.38
Meeting Room,stressed,31.93,71.73,71.80022696,618.214851,4.1
Cafe,studying,25.15,58.13,34.74778008,327.04619,2.36
Dorm Room,sleeping,22.27,62.95,27.50028485,131.0981094,1.02
Office,stressed,31.49,88.77,90.21165531,807.1714729,5.1
Dorm Room,sleeping,26.17,67.17,41.51856936,97.86210264,3.34
Crowded place,studying,30.14,40.95,26.99552445,521.461479,4.36
Study Room,studying,25.78,58.1,51.61369578,661.6226332,2.08
Study Room,studying,29.87,60.34,55.16661037,278.7212192,0
Park,walking,30.15,56.23,75.22906801,779.519529,7.33
Park,walking,32.51,60.31,70.23092568,716.1024204,8
Office,stressed,33.79,61.42,96.47937527,617.5030576,6.33
Dining Room,eating,25.78,,69.14568861,605.6398633,3.61
Traffic,stressed,35.28,78.59,90.36863534,451.7316824,4.63
Cafe,eating,27.63,65.26,46.99150241,452.00279,3.6
Cafeteria,eating,24.58,56.83,82.90792865,652.4299096,3.21
Dorm Room,sleeping,24.11,62.91,32.19783867,19.23528105,0.71
Dining Room,eating,23.97,,67.44827648,350.0848102,4.54
Traffic,stressed,30.41,75.27,68.56986037,820.0079686,6.21
